Fecha,Equipo_Local,Equipo_Visitante,Goles_Local,Goles_Visitante,Peso_Local,avg_Córneres_5_Local,avg_Tarjetas_amarillas_5_Local,avg_Faltas_5_Local,avg_Paradas_5_Local,avg_Pases_Pct_5_Local,avg_Pases_Exitosos_5_Local,Peso_Visitante,Resultado_1X2,avg_Pases_Pct_total_Visitante,avg_Remates_a_puerta_5_Visitante,avg_Córneres_5_Visitante,avg_Tarjetas_amarillas_5_Visitante,avg_Faltas_5_Visitante,avg_Paradas_5_Visitante,avg_Pases_Exitosos_5_Visitante,diff_avg_Remates_a_puerta_5,diff_avg_Córneres_5,diff_avg_Tarjetas_amarillas_5,diff_avg_Faltas_5,diff_avg_Paradas_5,diff_avg_Pases_Pct_5,diff_avg_Ptos_5,diff_Puntos,Prob_Implicita_ELO,diff_Tier
2021-11-16,Egipto,Gabón,2.0,1.0,0.6,4.0,2.2,12.0,0.8,0.7932,342.14,0.6000000000000001,1,0.85,1.0,3.0,0.0,12.2,0.0,403.8,2.8,1.0,2.2,-0.1999999999999993,0.8,-0.05679999999999996,1.2000000000000002,152.0,0.7057813597120025,0
2021-11-16,China,Australia,1.0,1.0,0.7050000000000002,2.0,1.6666666666666667,8.666666666666666,2.6666666666666665,0.7399999999999999,272.3333333333333,0.7,X,0.5613333333333332,5.2,4.2,1.44,10.6,2.4,456.8,-3.533333333333333,-2.2,0.2266666666666668,-1.9333333333333336,0.2666666666666666,-0.09600000000000009,-2.0,-134.0,0.3161836858063414,0
2021-11-16,Siria,Irán,0.0,3.0,0.73,2.3333333333333335,2.3333333333333335,9.333333333333334,3.6666666666666665,0.6699999999999999,196.33333333333334,0.7,2,0.8260000000000001,4.2,4.8,2.4,15.6,1.2,353.2,-1.5333333333333337,-2.4666666666666663,-0.06666666666666643,-6.266666666666666,2.466666666666667,-0.14,-2.2666666666666666,-183.0,0.25856647703070046,0
2021-11-16,Argelia,Burkina Faso,2.0,2.0,0.6,5.2,1.0,13.919999999999998,1.6,0.8384,411.28000000000003,0.6,X,0.808,3.0,5.0,2.0,13.3,3.0,352.8,4.6,0.20000000000000018,-1.0,0.6199999999999974,-1.4,0.030399999999999983,1.6,97.0,0.6360768996878818,0
2021-11-16,Omán,Japón,0.0,1.0,0.73,5.0,1.0,6.5,2.25,0.5175000000000001,163.0,0.7,2,0.6466666666666667,4.4,4.6,1.1,14.0,2.2,415.4,-1.1500000000000004,0.40000000000000036,-0.10000000000000009,-7.5,0.04999999999999982,-0.2944999999999999,-1.05,-199.0,0.24130537985314435,1
2021-11-17,Panamá,El Salvador,2.0,1.0,0.75,4.2,1.92,16.0,2.4,0.79,301.4,0.7150000000000001,1,0.7475,1.25,3.75,1.25,16.0,2.0,280.0,1.15,0.4500000000000002,0.6699999999999999,0.0,0.3999999999999999,0.04249999999999998,0.3999999999999999,-32.0,0.4540780772195163,0
2021-11-17,Canadá,México,2.0,1.0,0.75,7.2,2.0,16.4,1.2,0.8020000000000002,317.4,0.75,1,0.8414285714285714,5.6,5.4,2.16,13.4,1.8,367.4,-1.3999999999999995,1.7999999999999998,-0.16000000000000014,2.9999999999999982,-0.6000000000000001,-0.029999999999999916,0.6000000000000001,-300.0,0.15097955721132328,2
2021-11-17,Colombia,Paraguay,0.0,0.0,0.95,4.0,1.8,15.4,3.8,0.798,314.0,0.95,X,0.5777777777777778,2.6,3.6,2.4,13.6,4.0,257.8,0.6000000000000001,0.3999999999999999,-0.5999999999999999,1.8000000000000007,-0.20000000000000018,0.050000000000000044,0.3999999999999999,125.0,0.672509643334985,-2
2021-11-17,Argentina,Brasil,0.0,0.0,0.95,4.2,0.48,11.0,3.8,0.8780000000000001,554.8,0.95,X,0.65,6.4,4.6,2.0,12.6,2.2,526.6,-0.40000000000000036,-0.39999999999999947,-1.52,-1.5999999999999996,1.5999999999999996,-0.007999999999999785,0.0,-101.0,0.35860988804438204,1
2021-11-17,Chile,Ecuador,0.0,2.0,0.8949999999999999,4.4,3.4,16.2,2.0,0.834,393.8,0.95,2,0.6311111111111111,4.0,4.2,1.86,11.0,1.6,320.6,-0.3999999999999999,0.20000000000000018,1.5399999999999998,5.199999999999999,0.3999999999999999,0.040000000000000036,0.0,158.0,0.7129021574054539,-1
2022-01-27,Australia,Vietnam,4.0,0.0,0.7,4.4,1.64,11.2,3.0,0.8300000000000001,423.2,0.705,1,0.6625000000000001,1.25,2.0,3.125,12.5,2.5,181.0,3.1500000000000004,2.4000000000000004,-1.485,-1.3000000000000007,0.5,0.16749999999999998,1.6,272.34000000000015,0.827457628078434,0
2022-01-27,Japón,China,2.0,0.0,0.7,4.8,1.1,13.6,1.2,0.8119999999999999,421.2,0.7150000000000001,1,0.735,2.25,1.5,1.75,9.5,3.0,253.25,2.1500000000000004,3.3,-0.6499999999999999,4.1,-1.8,0.07699999999999996,2.15,194.20000000000005,0.7535999203487596,-1
2022-01-27,Ecuador,Brasil,1.0,1.0,0.95,3.8,2.06,10.8,1.8,0.8140000000000001,337.4,0.95,X,0.6677777777777778,6.0,4.2,1.8,13.4,2.6,487.8,-1.2000000000000002,-0.40000000000000036,0.26,-2.5999999999999996,-0.8,-0.05999999999999994,-0.20000000000000018,-378.0799999999999,0.10188957223076575,3
2022-01-27,Irán,Irak,1.0,0.0,0.7,5.4,1.8,14.0,1.6,0.8019999999999999,343.6,0.7,1,0.773625,2.4,2.8,2.2,15.2,3.0,289.8,2.1999999999999997,2.6000000000000005,-0.40000000000000013,-1.1999999999999993,-1.4,0.03599999999999992,2.0,224.54999999999995,0.7845892575671131,-1
2022-01-27,Líbano,Corea del Sur,0.0,1.0,0.72,2.0,1.775,10.75,3.75,0.67025,178.575,0.7,2,0.5934444444444444,6.0,7.0,1.0,12.4,2.2,506.8,-3.75,-5.0,0.7749999999999999,-1.6500000000000004,1.5499999999999998,-0.20375,-2.35,-274.24,0.17098642826149543,1
2022-01-27,Arabia Saudí,Omán,1.0,0.0,0.7,2.0,1.7,11.2,3.0,0.804,359.8,0.72,1,0.556,2.6,4.0,1.0,7.0,2.4,175.4,-0.20000000000000018,-2.0,0.7,4.199999999999999,0.6000000000000001,0.248,2.0,128.70000000000005,0.6771831762602153,0
2022-01-28,Chile,Argentina,1.0,2.0,0.9550000000000001,4.4,2.8,14.6,2.2,0.8300000000000001,369.8,0.95,2,0.6855555555555556,5.2,4.0,1.28,13.2,3.6,527.8,-2.0,0.40000000000000036,1.5199999999999998,1.4000000000000004,-1.4,-0.04399999999999993,-0.8000000000000003,-207.08999999999992,0.23288251466790094,2
2022-01-28,Paraguay,Uruguay,0.0,1.0,0.95,3.8,2.6,14.2,4.0,0.718,218.0,0.95,2,0.587,4.0,3.4,1.52,10.8,4.4,278.8,-2.2,0.3999999999999999,1.08,3.3999999999999986,-0.40000000000000036,0.0020000000000000018,0.2,-142.1400000000001,0.30614086764259213,1
2022-01-28,Jamaica,México,1.0,2.0,0.705,3.4,2.0,14.0,3.2,0.686,191.6,0.75,2,0.83625,6.0,5.4,2.2,15.4,1.8,367.2,-4.4,-2.0000000000000004,-0.20000000000000018,-1.4000000000000004,1.4000000000000001,-0.14200000000000002,-0.9999999999999999,-226.16999999999985,0.2138388376757068,2
2022-01-28,EE. UU.,El Salvador,1.0,0.0,0.75,5.0,1.1400000000000001,10.4,2.2,0.8160000000000001,395.2,0.7100000000000001,1,0.74,1.6,3.4,1.2,15.8,2.8,271.4,2.1999999999999997,1.6,-0.05999999999999983,-5.4,-0.5999999999999996,0.07600000000000007,1.2,299.03999999999996,0.8483107006748293,-2
2022-01-28,Costa Rica,Panamá,1.0,0.0,0.7100000000000001,2.0,2.375,15.5,2.0,0.755,288.25,0.75,1,0.8027777777777777,3.4,6.0,1.6,16.4,2.2,310.2,-2.15,-4.0,0.7749999999999999,-0.8999999999999986,-0.20000000000000018,-0.03500000000000003,-1.55,58.090000000000146,0.5828278565033297,0
2022-01-28,Honduras,Canadá,0.0,2.0,0.735,3.0,2.45,14.25,3.25,0.695,204.75,0.75,2,0.7866666666666666,4.0,7.6,1.8,15.6,2.2,307.4,-0.5,-4.6,0.6500000000000001,-1.3499999999999996,1.0499999999999998,-0.09100000000000008,-1.9500000000000002,-130.15999999999985,0.32098230529244404,0
2022-01-28,Colombia,Perú,0.0,1.0,0.95,5.0,2.2,15.6,3.4,0.794,316.2,0.8550000000000001,2,0.49800000000000005,2.2,3.6,3.0,14.2,1.8,229.6,0.5999999999999996,1.4,-0.7999999999999998,1.4000000000000004,1.5999999999999999,0.296,0.0,56.0,0.5798997603578815,-1
2022-01-30,Canadá,EE. UU.,2.0,0.0,0.75,7.6,1.6,16.0,2.2,0.764,298.8,0.75,1,0.8111111111111111,3.4,5.2,1.44,11.6,2.0,400.2,0.3999999999999999,2.3999999999999995,0.16000000000000014,4.4,0.20000000000000018,-0.05800000000000005,0.6000000000000001,-186.19000000000005,0.2550617234317484,2
2022-01-30,Panamá,Jamaica,3.0,2.0,0.75,6.2,1.8800000000000001,16.8,1.8,0.8119999999999999,344.2,0.735,1,0.6783333333333333,1.6,3.2,2.06,14.2,3.0,191.8,2.1999999999999997,3.0,-0.17999999999999994,2.6000000000000014,-1.2,0.128,1.4,-32.79000000000019,0.45295100323966037,0
2022-01-31,México,Costa Rica,0.0,0.0,0.75,5.6,2.12,14.0,1.2,0.836,418.2,0.705,X,0.744,1.4,2.8,2.38,15.2,2.0,269.2,5.0,2.8,-0.2599999999999998,-1.1999999999999993,-0.8,0.09199999999999997,1.0,200.8699999999999,0.7606598774298107,-2
2022-02-01,Líbano,Irak,1.0,1.0,0.73,2.4,1.6199999999999999,11.0,3.8,0.6582,165.45999999999998,0.7,X,0.7687777777777778,2.8,3.8,2.0,15.6,4.0,270.8,-0.9999999999999998,-1.4,-0.3800000000000001,-4.6,-0.20000000000000018,-0.0958,-0.39999999999999997,-100.02999999999997,0.35989521563287935,0
2022-02-01,Siria,Corea del Sur,0.0,2.0,0.7,2.5,2.0,8.75,3.5,0.69,204.75,0.7,2,0.6211,5.6,5.2,1.2,13.8,1.6,508.0,-2.8499999999999996,-2.7,0.8,-5.050000000000001,1.9,-0.18600000000000005,-2.35,-238.70000000000005,0.20196345060058724,1
2022-02-01,Irán,Emiratos Árabes Unidos,1.0,0.0,0.7,7.4,1.6,14.4,2.0,0.806,347.6,0.705,1,0.8300000000000001,2.0,1.6666666666666667,2.0,11.333333333333334,2.6666666666666665,400.3333333333333,3.2,5.733333333333333,-0.3999999999999999,3.0666666666666664,-0.6666666666666665,-0.02400000000000002,2.2666666666666666,207.18999999999983,0.7672203077175329,-1
2022-02-01,Omán,Australia,2.0,2.0,0.72,4.4,1.2,7.8,3.0,0.692,224.8,0.7,X,0.6138181818181818,5.6,4.8,1.6,10.2,3.0,422.2,-2.5999999999999996,-0.39999999999999947,-0.40000000000000013,-2.3999999999999995,0.0,-0.14000000000000012,-1.0,-178.87000000000012,0.263150318561822,0
2022-02-01,Japón,Arabia Saudí,2.0,0.0,0.7,5.8,0.9,12.6,1.2,0.8099999999999999,409.0,0.7,1,0.5954545454545455,3.0,1.4,1.7,10.8,2.8,365.6,2.0,4.4,-0.7999999999999999,1.799999999999999,-1.5999999999999999,0.009999999999999898,-0.20000000000000018,96.81999999999994,0.6358370116181772,-1
2022-02-02,Brasil,Paraguay,4.0,0.0,0.95,3.0,2.6,14.6,2.0,0.8700000000000001,453.6,0.95,1,0.5954545454545455,1.6,4.2,3.0,12.8,3.0,227.6,4.6,-1.2000000000000002,-0.3999999999999999,1.799999999999999,-1.0,0.16600000000000015,1.6,371.8299999999999,0.8947706841933281,-3
2022-02-02,Argentina,Colombia,1.0,0.0,0.95,3.0,2.08,14.6,3.6,0.8560000000000001,483.8,0.95,1,0.66,2.6,7.0,1.8,14.2,2.8,338.4,1.9999999999999996,-4.0,0.28,0.40000000000000036,0.8000000000000003,0.038000000000000145,2.0,143.3599999999999,0.6953488895630492,-1
2022-02-02,Perú,Ecuador,1.0,1.0,0.9399999999999998,3.6,2.6,13.8,2.0,0.6359999999999999,260.6,0.95,X,0.6645454545454546,3.8,3.4,2.2,13.0,2.2,289.2,-1.7999999999999998,0.20000000000000018,0.3999999999999999,0.8000000000000007,-0.20000000000000018,-0.17400000000000004,-0.20000000000000018,102.88000000000011,0.6438754748458211,-1
2022-02-02,Uruguay,Venezuela,4.0,1.0,0.95,4.2,2.12,11.4,4.2,0.6960000000000001,273.2,0.9549999999999998,1,0.6616666666666667,2.6,3.8,2.4,13.6,3.2,255.6,1.6,0.40000000000000036,-0.2799999999999998,-2.1999999999999993,1.0,-0.09799999999999998,0.0,187.51999999999998,0.7463902448976429,-1
2022-02-03,EE. UU.,Honduras,3.0,0.0,0.75,5.0,1.44,12.6,1.8,0.8220000000000001,423.8,0.71,1,0.716,3.4,3.8,2.56,14.6,2.8,233.8,0.6000000000000001,1.2000000000000002,-1.12,-2.0,-0.9999999999999998,0.1060000000000001,1.8,316.3499999999999,0.8606929085750628,-2
2022-02-03,El Salvador,Canadá,0.0,2.0,0.6950000000000001,2.6,1.42,17.0,3.2,0.742,264.6,0.75,2,0.7672727272727272,4.2,5.8,1.8,16.0,2.6,274.8,-2.8000000000000003,-3.1999999999999997,-0.3800000000000001,1.0,0.6000000000000001,0.0020000000000000018,-2.4,-112.84999999999991,0.3430758914020911,0
2022-02-03,México,Panamá,1.0,0.0,0.75,5.2,2.32,16.2,1.6,0.834,432.2,0.75,1,0.8095454545454545,4.0,5.6,1.6800000000000002,16.6,2.2,365.2,0.5999999999999996,-0.39999999999999947,0.6399999999999997,-0.40000000000000213,-0.6000000000000001,0.0119999999999999,-0.40000000000000013,258.96000000000004,0.8161823537013668,-2
2022-03-24,Gales,Austria,2.0,1.0,0.9650000000000001,3.0,2.0,10.5,2.25,0.75,247.5,1.0,1,0.849,6.4,5.0,1.2,13.8,2.0,480.8,-3.4000000000000004,-2.0,0.8,-3.3000000000000007,0.25,-0.09199999999999997,-0.55,66.45000000000005,0.5944800166071976,0
2022-03-24,Portugal,Turquía,3.0,1.0,1.0,6.6,2.2,11.4,1.6,0.8459999999999999,449.2,1.0,1,0.849,6.6,6.6,2.2,9.8,1.8,454.6,-0.7999999999999998,0.0,0.0,1.5999999999999996,-0.19999999999999996,-0.002000000000000224,0.0,187.52999999999997,0.7464011412577337,-2
2022-03-24,Suecia,República Checa,0.0,0.0,1.0,6.8,2.4,13.2,3.2,0.8019999999999999,338.0,1.0,X,0.8049999999999999,5.6,6.4,1.6,12.4,2.0,424.6,-0.1999999999999993,0.39999999999999947,0.7999999999999998,0.7999999999999989,1.2000000000000002,-0.006000000000000116,-0.8,77.83999999999992,0.6101833675292292,0
2022-03-24,Irak,Emiratos Árabes Unidos,1.0,0.0,0.7,4.2,1.6,14.8,4.0,0.736,250.6,0.7,1,0.8375,2.5,1.75,2.0,10.5,3.0,415.25,0.7000000000000002,2.45,-0.3999999999999999,4.300000000000001,1.0,-0.10150000000000003,0.35,-27.659999999999854,0.4602779449088332,0
2022-03-24,China,Arabia Saudí,1.0,1.0,0.705,1.4,1.6,10.2,3.2,0.724,251.2,0.7,X,0.6133333333333334,2.8,2.6,1.6,9.2,2.2,392.2,-0.9999999999999998,-1.2000000000000002,0.0,1.0,1.0,-0.07600000000000007,-1.8,-120.1400000000001,0.3336813680578213,0
2022-03-24,Australia,Japón,0.0,2.0,0.7,4.6,1.4,10.4,2.6,0.828,410.4,0.7,2,0.6825,4.8,5.0,0.8,11.8,1.2,404.2,0.0,-0.40000000000000036,0.5999999999999999,-1.4000000000000004,1.4000000000000001,0.030000000000000027,-1.8,-62.960000000000036,0.4103722106383466,1
2022-03-24,Corea del Sur,Irán,2.0,0.0,0.7,5.0,1.2,14.4,1.0,0.8719999999999999,502.8,0.7,1,0.8161818181818181,5.6,8.2,2.2,14.4,2.6,340.4,-0.1999999999999993,-3.1999999999999993,-1.0000000000000002,0.0,-1.6,0.07799999999999996,0.0,-50.04000000000019,0.42848049481734835,0
2022-03-25,Egipto,Senegal,1.0,0.0,0.6,3.8,2.4,11.620000000000001,1.0,0.7938000000000001,346.9,0.6,1,0.8433999999999999,6.2,5.0,0.6599999999999999,13.540000000000001,1.2,415.36,-2.6,-1.2000000000000002,1.74,-1.92,-0.19999999999999996,-0.049599999999999866,-0.3999999999999999,-90.73000000000002,0.37231834523139196,1
2022-03-25,Ghana,Nigeria,0.0,0.0,0.6,3.6,1.4,14.459999999999999,1.4,0.8093999999999999,358.91999999999996,0.6099999999999999,X,0.7935000000000001,5.0,8.5,2.0,15.5,0.5,319.04999999999995,-2.0,-4.9,-0.6000000000000001,-1.040000000000001,0.8999999999999999,0.015899999999999803,0.0,-128.46000000000004,0.3231189131582024,1
2022-03-25,Mali,Túnez,0.0,1.0,0.665,,,,,,,0.6,2,0.8366,4.8,3.8,1.8,12.059999999999999,2.2,409.43999999999994,,,,,,,,-43.430000000000064,0.43782271727637634,0
2022-03-25,RD Congo,Marruecos,1.0,1.0,0.6,,,,,,,0.6,X,0.8348333333333334,6.0,4.2,1.2,12.379999999999999,1.6,403.65999999999997,,,,,,,,-177.8900000000001,0.26424564630949043,1
2022-03-25,Costa Rica,Canadá,1.0,0.0,0.705,3.0,2.58,14.4,1.8,0.728,244.2,0.75,1,0.7683333333333334,3.6,6.0,2.0,16.2,2.8,270.6,-1.6,-3.0,0.5800000000000001,-1.799999999999999,-0.9999999999999998,-0.002000000000000113,-2.2,-33.75999999999999,0.4515677882822443,0
2022-03-25,Camerún,Argelia,0.0,1.0,0.6750000000000003,2.5,2.0,16.8,1.5,0.798,339.29999999999995,0.6,2,0.8344999999999999,6.0,4.6,1.44,14.8,2.6,377.12,-2.5,-2.0999999999999996,0.56,2.0,-1.1,-0.025399999999999978,-0.7000000000000002,19.889999999999873,0.5285927817088618,0
2022-03-25,Panamá,Honduras,1.0,1.0,0.75,6.8,1.48,15.2,1.6,0.8,324.8,0.745,X,0.6966666666666667,2.2,3.4,2.56,13.2,3.4,221.0,2.0,3.4,-1.08,2.0,-1.7999999999999998,0.10199999999999998,1.8,71.59999999999991,0.6016063477729864,0
2022-03-25,Brasil,Chile,4.0,0.0,0.95,3.4,2.6,14.4,1.6,0.8780000000000001,477.8,0.9199999999999999,1,0.72875,3.4,4.2,3.2,14.6,2.0,394.6,3.6,-0.8000000000000003,-0.6000000000000001,-0.1999999999999993,-0.3999999999999999,0.04800000000000004,1.0000000000000002,280.26,0.833869909247814,-2
2022-03-25,México,EE. UU.,0.0,0.0,0.75,5.8,1.52,15.4,2.2,0.8280000000000001,429.2,0.75,X,0.8145454545454546,4.6,6.0,1.3,13.6,1.4,395.2,-0.7999999999999998,-0.20000000000000018,0.21999999999999997,1.8000000000000007,0.8000000000000003,0.008000000000000007,-0.6000000000000001,4.560000000000173,0.5065619907327623,0
2022-03-25,Colombia,Bolivia,3.0,0.0,0.95,7.4,2.0,13.8,2.8,0.82,344.8,0.885,1,0.745,4.6,3.0,2.2,10.6,4.2,239.0,-2.3999999999999995,4.4,-0.20000000000000018,3.200000000000001,-1.4000000000000004,0.09799999999999986,-0.7999999999999999,277.7700000000002,0.8318747502689249,-1
2022-03-25,Paraguay,Ecuador,3.0,1.0,0.95,3.6,2.8,12.0,3.0,0.7140000000000001,220.4,0.95,1,0.6683333333333333,3.8,3.2,2.4,15.0,2.8,266.4,-1.7999999999999998,0.3999999999999999,0.3999999999999999,-3.0,0.20000000000000018,-0.07599999999999996,-1.6,-18.100000000000136,0.4739755452636117,0
2022-03-25,Uruguay,Perú,1.0,0.0,0.95,5.4,2.0,13.4,3.2,0.6880000000000001,253.0,0.9699999999999998,1,0.5728571428571428,2.4,4.8,2.6,13.6,1.6,341.4,2.8000000000000003,0.6000000000000005,-0.6000000000000001,-0.1999999999999993,1.6,-0.11399999999999988,0.19999999999999996,50.59999999999991,0.5723087383831531,-1
2022-03-26,Argentina,Venezuela,3.0,0.0,0.95,3.8,2.2,15.0,2.8,0.858,452.4,0.825,1,0.6799999999999999,2.6,3.4,3.2,14.8,3.2,288.4,1.0,0.3999999999999999,-1.0,0.1999999999999993,-0.40000000000000036,0.05399999999999994,2.0,355.53999999999996,0.8856089615530246,-3
2022-03-27,Canadá,Jamaica,4.0,0.0,0.75,5.8,2.0,15.6,3.2,0.744,286.8,0.705,1,0.6799999999999999,1.8,2.8,2.2600000000000002,13.0,2.8,181.0,1.9999999999999998,3.0,-0.26000000000000023,2.5999999999999996,0.40000000000000036,0.06999999999999995,2.0,119.20000000000005,0.6651144629772927,0
2022-03-28,EE. UU.,Panamá,5.0,1.0,0.75,5.8,1.1,13.6,1.0,0.79,362.8,0.75,1,0.8049999999999999,3.8,7.6,1.48,14.6,1.6,336.2,0.6000000000000005,-1.7999999999999998,-0.3799999999999999,-1.0,-0.6000000000000001,-0.016000000000000014,0.20000000000000018,267.78,0.8236776779582687,-2
2022-03-28,Honduras,México,0.0,1.0,0.7100000000000001,3.2,3.0,15.0,2.6,0.688,200.2,0.75,2,0.8366666666666668,3.4,5.4,1.52,15.6,2.4,433.8,-1.1999999999999997,-2.2,1.48,-0.5999999999999996,0.20000000000000018,-0.14200000000000013,-1.4000000000000001,-343.94000000000005,0.12133186591551422,2
2022-03-29,Nigeria,Ghana,1.0,1.0,0.6750000000000003,6.333333333333333,1.6666666666666667,14.166666666666666,1.3333333333333333,0.7913333333333333,306.73333333333335,0.6,X,0.8098571428571429,3.6,5.4,1.4,13.919999999999998,1.4,372.44,-0.2666666666666666,0.9333333333333327,0.26666666666666683,0.24666666666666792,-0.06666666666666665,-0.02866666666666673,-0.5333333333333334,128.46000000000004,0.6768810868417976,-1
2022-03-29,Japón,Vietnam,1.0,1.0,0.7,5.0,0.8,12.6,1.2,0.8019999999999999,425.0,0.705,X,0.682,1.4,2.6,2.9,11.4,2.6,207.4,3.6,2.4,-2.0999999999999996,1.1999999999999993,-1.4000000000000001,0.11999999999999988,3.0,331.27,0.8706753662185593,-1
2022-03-29,Irán,Líbano,2.0,0.0,0.7,8.0,2.0,14.0,2.6,0.798,338.6,0.7,1,0.6618333333333334,2.6,3.6,1.6,11.0,3.2,158.6,2.6,4.4,0.3999999999999999,3.0,-0.6000000000000001,0.16200000000000003,2.0,343.9200000000001,0.8786558595684003,-1
2022-03-29,Siria,Irak,1.0,1.0,0.7249999999999999,2.4,2.0,10.0,3.4,0.688,199.8,0.7,X,0.7508181818181818,2.8,4.4,1.4,15.4,4.2,242.0,-0.5999999999999996,-2.0000000000000004,0.6000000000000001,-5.4,-0.8000000000000003,-0.03400000000000014,-0.8,-74.22000000000003,0.3947844719366847,0
2022-03-29,Emiratos Árabes Unidos,Corea del Sur,1.0,0.0,0.7100000000000002,2.0,2.4,10.8,2.4,0.8300000000000001,405.2,0.7,1,0.66175,5.6,4.6,1.2,13.8,0.8,512.6,-2.9999999999999996,-2.5999999999999996,1.2,-3.0,1.5999999999999999,-0.04799999999999982,-2.8,-169.75,0.2734557546886979,1
2022-03-29,Senegal,Egipto,1.0,0.0,0.6,4.6,0.86,13.419999999999998,1.2,0.835,398.7,0.6,1,0.798,3.8,4.0,2.0,10.92,1.2,355.06,1.0,0.5999999999999996,-1.1400000000000001,2.4999999999999982,0.0,0.036599999999999966,-0.6000000000000001,90.73000000000002,0.627681654768608,-1
2022-03-29,Portugal,Macedonia del Norte,2.0,0.0,1.0,4.2,2.4,12.4,1.8,0.8400000000000001,426.6,0.9349999999999999,1,0.745,2.0,3.5,2.5,13.5,3.0,217.5,3.8,0.7000000000000002,-0.10000000000000009,-1.0999999999999996,-1.2,0.09500000000000008,0.5,293.02,0.8437974229442913,-2
2022-03-29,Polonia,Suecia,2.0,0.0,0.9949999999999999,0.5,3.0,16.5,1.5,0.8,267.5,1.0,1,0.8011111111111111,4.8,6.4,2.6,16.2,2.8,364.4,-2.3,-5.9,0.3999999999999999,0.3000000000000007,-1.2999999999999998,-0.0019999999999998908,-0.8999999999999999,-57.6400000000001,0.4178021089899039,0
2022-03-29,Túnez,Mali,0.0,0.0,0.6,4.2,1.4,12.360000000000001,1.4,0.825,372.12,0.6000000000000001,X,0.834,0.0,7.0,1.0,14.4,0.0,371.3,4.6,-2.8,0.3999999999999999,-2.039999999999999,1.4,-0.009000000000000008,2.0,43.430000000000064,0.5621772827236237,0
2022-03-29,Marruecos,RD Congo,4.0,1.0,0.6,4.2,1.6,11.76,1.6,0.8382000000000002,397.06,0.6,1,0.8579999999999999,2.0,4.0,2.0,12.7,0.0,409.4,2.2,0.20000000000000018,-0.3999999999999999,-0.9399999999999995,1.6,-0.019799999999999707,1.6,177.8900000000001,0.7357543536905097,-1
2022-03-29,Argelia,Camerún,0.0,1.0,0.6,4.2,2.04,14.719999999999999,2.8,0.8162,364.36,0.61,2,0.8270000000000001,3.3333333333333335,3.3333333333333335,1.6666666666666667,14.733333333333334,1.0,388.1333333333334,2.066666666666667,0.8666666666666667,0.3733333333333333,-0.013333333333335418,1.7999999999999998,-0.010800000000000032,1.6,-19.889999999999873,0.47140721829113813,0
2022-03-29,Arabia Saudí,Australia,1.0,0.0,0.7,4.0,1.6,8.6,1.6,0.808,431.8,0.7,1,0.6416923076923078,4.6,4.8,1.4,11.2,2.8,390.6,-1.7999999999999998,-0.7999999999999998,0.20000000000000018,-2.5999999999999996,-1.1999999999999997,-0.008000000000000007,0.40000000000000013,-52.909999999999854,0.42443960515644175,0
2022-03-30,Venezuela,Colombia,0.0,1.0,0.9199999999999999,3.2,3.8,16.6,3.4,0.7819999999999999,245.4,0.95,2,0.6900000000000001,2.8,6.2,2.2,13.8,1.8,399.4,-0.5999999999999996,-3.0,1.5999999999999996,2.8000000000000007,1.5999999999999999,-0.05400000000000005,-0.20000000000000007,-174.44000000000005,0.2681248205666256,1
2022-03-30,Perú,Paraguay,2.0,0.0,0.945,3.6,2.6,13.8,1.6,0.79,299.2,0.95,1,0.6084615384615385,1.6,2.6,3.6,14.6,2.8,197.2,0.7999999999999998,1.0,-1.0,-0.7999999999999989,-1.1999999999999997,0.10799999999999998,0.0,122.92000000000007,0.6698671807703921,-1
2022-03-30,Ecuador,Argentina,1.0,1.0,0.95,4.2,2.0,15.4,2.0,0.78,278.4,0.95,X,0.7308333333333333,4.4,3.8,2.2,15.6,2.4,460.6,-0.8000000000000003,0.40000000000000036,-0.20000000000000018,-0.1999999999999993,-0.3999999999999999,-0.07999999999999996,-1.0,-308.3599999999999,0.1449138435547389,3
2022-03-30,Chile,Uruguay,0.0,2.0,0.945,4.0,3.2,13.2,2.8,0.8240000000000001,383.2,0.95,2,0.62,5.0,5.6,1.8,14.0,1.8,230.8,-1.7999999999999998,-1.5999999999999996,1.4000000000000001,-0.8000000000000007,0.9999999999999998,0.15600000000000014,-0.6000000000000001,-70.88999999999987,0.3993736354709206,1
2022-03-30,Bolivia,Brasil,0.0,4.0,0.9,3.4,2.6,10.4,3.8,0.7,203.8,0.95,2,0.725,6.2,4.0,3.2,16.0,1.6,459.0,-2.6,-0.6000000000000001,-0.6000000000000001,-5.6,2.1999999999999997,-0.18000000000000016,-1.0000000000000002,-515.3000000000002,0.04897151342509535,3
2022-03-31,Panamá,Canadá,1.0,0.0,0.75,5.6,1.8800000000000001,14.6,1.2,0.8119999999999999,354.8,0.75,1,0.7814285714285714,4.8,6.6,1.8,15.2,2.4,328.2,-2.1999999999999997,-1.0,0.08000000000000007,-0.5999999999999996,-1.2,0.039999999999999925,-1.5999999999999999,-122.25999999999999,0.3309735498840348,0
2022-03-31,México,El Salvador,2.0,0.0,0.75,6.2,1.52,13.8,2.2,0.8400000000000001,453.0,0.75,1,0.7414285714285713,1.8,3.0,1.6199999999999999,16.2,3.4,232.2,0.8,3.2,-0.09999999999999987,-2.3999999999999986,-1.1999999999999997,0.1180000000000001,1.6,301.8600000000001,0.8503877965280117,-2
